"inn"@;@"name"@;@"region_soato"@;@"district_soato"
"310146872"@;@"CП ООО ""MOOZY KIDS"""@;@"1726"@;@
"307926162"@;@"ООО "" UZRO ONA SOF TIJORAT """@;@"1718"@;@
"307068732"@;@MAKSFER OK@;@"1733"@;@"1733401"
"303431158"@;@"СП ООО ""BELLA GROUP"""@;@"1727"@;@
"204426971"@;@"ООО ""BIZNES LYUKS"""@;@"1703"@;@
"206988192"@;@"""CASTLE ROCK TRADE"" MCHJ"@;@"1726"@;@"1726266"
"306441508"@;@"""AZIM TRANSSTROYSERVICE"" MCHJ"@;@"1706"@;@"1706242"
"307937480"@;@"""GATEWAY-VENTURES"" MCHJ"@;@"1726"@;@"1726273"
"207268193"@;@"ООО ""New Logistic"" Рес.Узбекистан, г.Ташкент, Яккасарайский р-н, ул.Боги Бустон 47"@;@"1710"@;@
"301370323"@;@"""ZAMIN GAVHARI"" XK"@;@"1726"@;@"1726280"
"306342020"@;@"""BORDAVOM"" MCHJ"@;@"1727"@;@"1727256"
"204471356"@;@"LLS ""XON SANOAT-MONTAJ"""@;@"1703"@;@
"302384684"@;@"""PERFECT MEBEL PLUS"" OK"@;@"1726"@;@"1726294"
"306423932"@;@"""BCC UNITED TEAM"" MCHJ"@;@"1726"@;@"1726292"
"309058735"@;@"""JASMIN DEKORATIV GULLARI"" XK"@;@"1710"@;@"1710401"
"311326022"@;@"ООО ""VISION DISPATCH GROUP"""@;@"1726"@;@
"311136188"@;@"""BARAKA ENG YAXSHISI"" MCHJ"@;@"1703"@;@"1703206"
"309780994"@;@ELMAX HOME PRODUCTS OK@;@"1727"@;@"1727237"
"305120392"@;@"""MURODOV RUSTAMJON XUSHMANZARA BOG'LARI"" MCHJ"@;@"1718"@;@"1718233"
"206713384"@;@"""ALIQULOV XOLMAT JUMAYEVICH"" MCHJ"@;@"1722"@;@"1722210"
"308251212"@;@"""NARVONCHI"" MCHJ"@;@"1726"@;@"1726287"
"305258821"@;@"""OLIY RISQ NONLARI"" MCHJ"@;@"1703"@;@"1703220"
"306171076"@;@"ООО ""DAE JONG"""@;@"1727"@;@
"303454761"@;@"""FARG`ONA MUHANDIS MEHANIK"" MCHJ"@;@"1730"@;@"1730401"
"306000200"@;@"""NIL GRANIT AD"" MCHJ"@;@"1703"@;@"1703408"
"303215385"@;@"""BOYTERAK MEAT FRESH"" MCHJ"@;@"1727"@;@"1727237"
"303367348"@;@"""AZAMAT TEMUR BETON"" XK"@;@"1710"@;@"1710401"
"301455785"@;@"""NOTT-TEKS"" OK"@;@"1726"@;@"1726280"
"200547476"@;@"""75-MAXSUS BOSHQARMASI"" MCHJ"@;@"1726"@;@"1726264"
"205212669"@;@"""TUYA QAMAR"" MCHJ"@;@"1703"@;@"1703401"
"309998627"@;@"""ZEBO-ABDULLOH"" OK"@;@"1727"@;@"1727250"
"307976956"@;@"ООО ""OLAJA-TRANS"""@;@"1733"@;@
"311418990"@;@"""ZET-TEXTILE"" MCHJ"@;@"1730"@;@"1730405"
"204417800"@;@"""HAMKOR LYUKS"" MCHJ"@;@"1703"@;@"1703206"
"310937465"@;@OOO Da Jiang Bozorim@;@"1726"@;@
"308336778"@;@"""GOLD MEDIKAL 2020"" OK"@;@"1712"@;@"1712251"
"305349043"@;@"""POP MEXANIKA ZAVODI"" MCHJ"@;@"1714"@;@"1714219"
"311605545"@;@"ИП ООО ""LUGANG EXPORTS"""@;@"1703"@;@
"311394153"@;@"ООО ""SURQASH MOTO"""@;@"1730"@;@
"306166294"@;@"""MAHAMMADSOLI OTA IHONCHI"" MCHJ"@;@"1703"@;@"1703227"
"301943692"@;@"""VORIS BOQIY"" MCHJ"@;@"1703"@;@"1703401"
"308613038"@;@"""ZAMIN LOYAL GROUP"" MCHJ"@;@"1708"@;@"1708218"
"310626418"@;@"""IKKI OG'A-INI BIZNESI"" MCHJ"@;@"1703"@;@"1703224"
"309817430"@;@"""WOOD WORK ENTERPRISE"" MCHJ"@;@"1726"@;@"1726294"
"456762831"@;@"ЧП ""UMAROV FAYZULLA BAXODIROVICH"""@;@"1726"@;@
"310809125"@;@"OOO ""FARXOD LOGISTIKA"""@;@"1710"@;@
"304537640"@;@"""ULKAN SARDOR SERVIS"" MCHJ"@;@"1726"@;@"1726266"
"303894341"@;@"""SAYFULLAYEVA ZEBO"" XK"@;@"1722"@;@"1722223"
"310466830"@;@"ООО ""BALANCED BEAUTY"""@;@"1726"@;@
"308765474"@;@"""YANGI ISTIQLOL TOMARQA XIZMATI"" MCHJ"@;@"1708"@;@"1708237"
"309542861"@;@"""ROVOT-N"" MCHJ"@;@"1714"@;@"1714229"
"200785861"@;@"""TEMIRCHI"" XK"@;@"1718"@;@"1718236"
"303147755"@;@"""JONIBEK UBAYDULLAYEVICH"" XK"@;@"1710"@;@"1710232"
"311564946"@;@"OOO ""GOLDSTAR RETRO"""@;@"1703"@;@
"304923485"@;@"""IDEAL BUILDING COMPANY"" MCHJ"@;@"1726"@;@"1726294"
"309786154"@;@"""XURSHIDA XILOLA 2022"" XK"@;@"1733"@;@"1733230"
"306701665"@;@LE SEL MCHJ@;@"1726"@;@"1726294"
"311246637"@;@"""XUAZI GROUP"" MCHJ"@;@"1726"@;@"1726283"
"301460163"@;@"""SANFAR-UNIVERSAL SERVIS"" MCHJ"@;@"1727"@;@"1727248"
"305974834"@;@"""HAKIM XO'JA"" MCHJ"@;@"1706"@;@"1706401"
"304140124"@;@"""OLTIN TUPROQ INVEST SERVIS"" MCHJ"@;@"1718"@;@"1718224"
"305922953"@;@"""MAX TEHNOLOGIYA"" MCHJ"@;@"1727"@;@"1727239"
"305101029"@;@"""OMON MUMTOZ"" MCHJ"@;@"1706"@;@"1706212"
"305936738"@;@ЧП VOLTT MARKET@;@"1714"@;@
"307813003"@;@"""SHIFOTEX"" MCHJ"@;@"1730"@;@"1730221"
"311251520"@;@Anpu Mechanical and Electrical Equipment Co., Ltd.@;@"1703"@;@
"205165015"@;@"""OSTONALI XURSANDBEK"" MCHJ"@;@"1733"@;@"1733233"
"310920345"@;@"""CARTON PAPER"" MCHJ"@;@"1733"@;@"1733230"
"310994824"@;@"""TIMOTA 555"" XK"@;@"1710"@;@"1710232"
"309855923"@;@"""BNTECHNICS"" MCHJ"@;@"1726"@;@"1726266"
"301308738"@;@"""NUKUS TEXTILE"" MCHJ"@;@"1735"@;@"1735401"
"305683215"@;@"ООО ""GOLDEN GAZ OIL"""@;@"1726"@;@
"302100443"@;@"""PARVIZ-AZIZ-LAZIZ"" XK"@;@"1718"@;@"1718209"
"307765482"@;@"""SHAHRIYOR-DILDORA FAYZ"" OK"@;@"1706"@;@"1706401"
"305460896"@;@"""IMZO BUKHARA BUILDING"" MCHJ"@;@"1706"@;@"1706401"
"301270749"@;@"""ZEN STYLE"" XK"@;@"1726"@;@"1726290"
"310654494"@;@"""ZUHRA SHTORI"" MCHJ"@;@"1733"@;@"1733223"
"302860947"@;@"""VODIY MUKAMMAL"" MCHJ"@;@"1730"@;@"1730206"
"306754426"@;@"""SHER FAYZ TRADE STRO`Y"" MCHJ"@;@"1727"@;@"1727250"
"308277718"@;@"""GLOBALMEBEL"" MCHJ"@;@"1726"@;@"1726266"
"307598287"@;@"""STYLE-STROY"" MCHJ"@;@"1727"@;@"1727224"
"310106810"@;@"""OQOLTIN BEST SEEDS"" MCHJ"@;@"1724"@;@"1724216"
"307966690"@;@"ООО ""SABINA DAVLAT DUMAN"""@;@"1727"@;@
"302253245"@;@"""FARINA FOOD"" MCHJ"@;@"1726"@;@"1726290"
"309826135"@;@"ООО ""MEGA WOOD-TORG"""@;@"1714"@;@
"305039698"@;@"ФХ ""UNM SHEROZIY QO'YLARI"""@;@"1733"@;@
"305687541"@;@"""S ZIPPER ACCESSORIES"" MCHJ XK"@;@"1726"@;@"1726264"
"310799550"@;@"ООО ""Nur Arna"","@;@"1726"@;@
"307864454"@;@ООО SAHL@;@"1726"@;@
"309677908"@;@"OOO ""TRUST AND TRANS-GROUP"""@;@"1706"@;@
"310805455"@;@"""SUMAYYA QANDOLAT"" OK"@;@"1727"@;@"1727237"
"301758614"@;@"""TERMO MONTAJ SERVIS"" MCHJ"@;@"1712"@;@"1712234"
"307128657"@;@"""GIDRO ENERGO RESURS"" MCHJ"@;@"1727"@;@"1727239"
"303091147"@;@"ООО ""CONTINENT IMPEX"","@;@"1706"@;@
"301349552"@;@"""KARIMOV ABDUG`ANI SHUKUROVICH"" MCHJ"@;@"1727"@;@"1727265"
"307354567"@;@"""BIG METALL NAVOI"" MCHJ"@;@"1712"@;@"1712401"
"305573859"@;@"ООО ""FONTAN FOOD"""@;@"1727"@;@
"205280633"@;@"""UNIVERSAL LYUKS"" MCHJ"@;@"1703"@;@"1703220"
"307791791"@;@"""QURBONALI TEXTIL"" OK"@;@"1722"@;@"1722210"
"307954746"@;@"""ALYUMIN METALL PROM"" XK"@;@"1714"@;@"1714237"
"305666132"@;@"""TERAK KO'CHA"" MCHJ"@;@"1722"@;@"1722202"
"307004219"@;@"""LEADSHOW"" MCHJ"@;@"1726"@;@"1726294"
"305678362"@;@"""SHOX SHER FAYZ"" MCHJ"@;@"1730"@;@"1730408"
"308478474"@;@"""JALOLOV ABBOSXON HAMZAYEVICH"" MCHJ"@;@"1710"@;@"1710232"
"305101012"@;@"""ZAPCHAST"" MCHJ"@;@"1726"@;@"1726269"
"305897691"@;@ООО CHORTOQ SUV TA'MINOTI TOMORQA XIZMATI@;@"1726"@;@
"305583427"@;@"Семейное Предприятие ""VERSAL TEXTILE BROTHERS"""@;@"1726"@;@
"311222532"@;@"""SHAYXLAR MEBELI"" OK"@;@"1706"@;@"1706204"
"306466451"@;@"OOO ""ROCKHILL"""@;@"1726"@;@
"310931664"@;@"""MIR FOZIL MAX"" MCHJ"@;@"1733"@;@"1733401"
"305830198"@;@"""QUADRO  DESIGN"" XK"@;@"1726"@;@"1726283"
"310938187"@;@"""GULANDAM"" MCHJ"@;@"1735"@;@"1735243"
"305020074"@;@"""CHAG`IZMON NUR KELAJAGI"" OK"@;@"1718"@;@"1718236"
"309634407"@;@"""PARRANDA SHOBBOZ 2022"" MCHJ"@;@"1735"@;@"1735207"
"309376561"@;@BAKERY SAFIYAXON MCHJ@;@"1726"@;@"1726264"
"306633814"@;@"""TIMURBEK GOLD MEDIA"" MCHJ"@;@"1712"@;@"1712412"
"309495762"@;@"""ARK ZIGMA"" MCHJ"@;@"1730"@;@"1730401"
"302844349"@;@"""STROY BETON PLAST"" MCHJ"@;@"1726"@;@"1726287"
"305765967"@;@"""VM BUSINESS"" MCHJ"@;@"1726"@;@"1726283"
"309663584"@;@"OOO ""BERETUS PANELS"""@;@"1726"@;@
"307574318"@;@"""CHEMICAL COAL"" MCHJ"@;@"1727"@;@"1727212"
"302928567"@;@"ООО ""GRAND SIRIUS"""@;@"1726"@;@
"305722134"@;@"""MEDTEXNO   TRADE"" MCHJ"@;@"1726"@;@"1726277"
"301440805"@;@MASTER ZEVS GROUP MCHJ@;@"1726"@;@"1726290"
"304299004"@;@"ООО ""RUSLAN TRANS"""@;@"1730"@;@
"303799016"@;@"""TRUE SERVICE GROUP"" MCHJ"@;@"1726"@;@"1726269"
"308092126"@;@"""HEART TEAM MEDICAL"" MCHJ"@;@"1726"@;@"1726266"
"301736926"@;@"""SIRDARYO LYUKS MEBEL SERVIS"" XK"@;@"1724"@;@"1724401"
"306488890"@;@"""SHEROZJON-LAZIZJON SIFATLI XIZMAT"" OK"@;@"1718"@;@"1718209"
"300828653"@;@"""XOLIS MEBEL"" MCHJ"@;@"1726"@;@"1726277"
"301358114"@;@"""JAMSHID EXSON SERVIS"" MCHJ"@;@"1724"@;@"1724216"
"309160254"@;@"""TAXIROV MARMARLARI"" MCHJ"@;@"1712"@;@"1712412"
"310963394"@;@SHUKRONA LIDER MCHJ@;@"1714"@;@
"307953074"@;@"OOO ""MUHAMMADJON POK UMIDI"""@;@"1730"@;@
"202623000"@;@"""LAZZAT"" XK"@;@"1706"@;@"1706401"
"310564210"@;@"OOO ""OMNISHOP TECHNOLOGIES"""@;@"1726"@;@
"311042069"@;@"""NASTARIN SAXOVAT FAYZ"" XK"@;@"1706"@;@"1706219"
"310013262"@;@ООО HAVFSIZ HIZMAT@;@"1726"@;@
"310994634"@;@"""AZIZBEK2024"" MCHJ"@;@"1724"@;@"1724413"
"310448686"@;@"""LA MAREE MARKET"" MCHJ"@;@"1726"@;@"1726287"
"308064928"@;@"""ASIA SPECIAL CONSTRUCTION 2021"" MCHJ"@;@"1730"@;@"1730412"
"301361089"@;@"""AL-MIRONSHO"" MCHJ"@;@"1712"@;@"1712234"
"308890225"@;@"ООО ""ASILBEK ASL LOGISTIC"""@;@"1730"@;@
"309651742"@;@"""ISTSAM IN MEBEL"" OK"@;@"1718"@;@"1718209"
"306358443"@;@"""ZUBAM  STROY MONTAJ"" MCHJ"@;@"1706"@;@"1706219"
"311738371"@;@"""INNOSTORE"" MCHJ"@;@"1726"@;@"1726290"
"307401033"@;@"ООО ""NURLI BOG' 2020"""@;@"1726"@;@
"306587680"@;@"""AZIZBEK - SHO'RCHI"" XK"@;@"1722"@;@"1722226"
"307049953"@;@"""TASTY DAY`S"" MCHJ"@;@"1730"@;@"1730218"
"310977076"@;@OOO LESXOZ@;@"1733"@;@
"302862460"@;@"""FLY FISH"" MCHJ"@;@"1726"@;@"1726290"
"308708836"@;@"""TEPLO IDEAL"" MCHJ"@;@"1730"@;@"1730401"
"304366618"@;@"""TURON FAROVON FAYZ"" MCHJ"@;@"1727"@;@"1727419"
"302214886"@;@"""SUBHIDAM SHABBODASI"" MCHJ"@;@"1708"@;@"1708212"
"300534102"@;@"""JAYXUN-SAMO-NUR"" MCHJ"@;@"1724"@;@"1724413"
"302840590"@;@"""ALGO PLAST"" MCHJ"@;@"1727"@;@"1727237"
"306678773"@;@"OOO ""UMARBEK MAX TRADE"""@;@"1727"@;@
"302562114"@;@"""OQDARYO DOUMSAID MAHSULOTI"" OK"@;@"1718"@;@"1718203"
"309180388"@;@"""LAZZAT NON ICHK"" MCHJ"@;@"1706"@;@"1706242"
"310869614"@;@"""P0LIMER GRANULA"" MCHJ"@;@"1735"@;@"1735401"
"309905314"@;@"ООО ""SELF-SERVICE-SOLUTIONS"" (""SSS"")"@;@"1726"@;@
"305904129"@;@"""NURPOLAT GLOBAL STROY"" MCHJ"@;@"1735"@;@"1735225"
"308460958"@;@"ООО ""SAMI AGRO VET SERVICE 786"""@;@"1718"@;@
"301682662"@;@"""XAQQULOBOD G’ALABA"" MCHJ"@;@"1714"@;@"1714216"
"311229854"@;@"""ANY PROFIT"" MCHJ"@;@"1726"@;@"1726262"
"310649444"@;@"ООО ""EXIM PREMIER"""@;@"1703"@;@
"305118204"@;@"""VALLEY FRUITS"" ICHK"@;@"1714"@;@"1714216"
"310308076"@;@"""BUYUK KARVON NONLARI 777"" XK"@;@"1710"@;@"1710207"
"306975429"@;@"OOO ""OMAD99"""@;@"1726"@;@
"308780267"@;@"""XAFIZAXON 2006"" MCHJ"@;@"1703"@;@"1703230"
"306000335"@;@"""ISO UNIVERSAL OMAD"" MCHJ"@;@"1718"@;@"1718212"
"309929189"@;@"""ZULFIYA ONA SHIRINLIK MAHSULOTLARI"" MCHJ"@;@"1730"@;@"1730401"
"311075240"@;@"OOO ""IMKER GROUP"""@;@"1726"@;@
"301543613"@;@"""O`RIKZOR SAVDO KOMPLEKSI"" MCHJ"@;@"1726"@;@"1726262"
"310504054"@;@"ИП ООО ""NEW GREEN ENERGY RONGTONG"""@;@"1726"@;@
"306179895"@;@"OOO ""YAMIN IDEAL MARKET"""@;@"1726"@;@
"306070083"@;@"OOO ""ASIATEXTILE """@;@"1726"@;@
"311360433"@;@Harvest Machinery Rentals@;@"1726"@;@
"206727761"@;@"""DENOV-MOBILI "" XK"@;@"1722"@;@"1722210"
"310476748"@;@"""TOSH SHOBBOZ"" MCHJ"@;@"1735"@;@"1735207"
"303711694"@;@"""DARVISH LYUKS SERVIS"" XK"@;@"1726"@;@"1726280"
"311184747"@;@"ООО ""BAYUN SMART TECHNOLOGY"""@;@"1714"@;@
"308283315"@;@G`OZIYEV SAITMUROT XXX@;@"1726"@;@
"205354563"@;@"""ELEGANT ELIT"" MCHJ"@;@"1703"@;@"1703224"
"309050762"@;@"ООО ""TURKISTAN LOGISTIC"@;@"1730"@;@
"306066214"@;@"ООО ""ASIL TASH HAMKOR"""@;@"1726"@;@
"304559012"@;@"""NURBEK POYAFZAL SERVIS"" MCHJ"@;@"1718"@;@"1718236"
"311409851"@;@"""ERA BETON"" MCHJ"@;@"1726"@;@"1726266"
"301380342"@;@OAZIS MAKS QURILISH mas'uliyati cheklangan jamiyat@;@"1726"@;@
"306382748"@;@"""YULDASHOV QUVONDIQ"" XK"@;@"1733"@;@"1733230"
"305588159"@;@ЧП WORLD PARTS@;@"1726"@;@
"303103367"@;@"""UNIQUE AGE"" MCHJ"@;@"1726"@;@"1726287"
"303433029"@;@"""EPOCH PHARM"" MCHJ"@;@"1703"@;@"1703214"
"305906924"@;@ООО SHAHRIHONCHEK INVEST@;@"1714"@;@
"309424232"@;@"""OBOD DIYOR YANGI BIZNESI"" MCHJ"@;@"1714"@;@"1714236"
"310048449"@;@"""ZAK OIL PETROL MAX"" MCHJ"@;@"1726"@;@"1726283"
"307879221"@;@"""MADAD-607"" MCHJ"@;@"1703"@;@"1703217"
"305757367"@;@"""SHERBEK MUSTAXKAM BETON"" MCHJ"@;@"1718"@;@"1718215"
"205012861"@;@"""SAIF-OPTIMA"" MCHJ"@;@"1726"@;@"1726290"
"308134981"@;@"""MADINA SAMTEX"" OK"@;@"1718"@;@"1718236"
"304325121"@;@"""SEBZOR MAXSUS MEBEL"" OK"@;@"1727"@;@"1727239"
"311131646"@;@"""XODJIYEV BAXTIYOR"" MCHJ"@;@"1722"@;@"1722220"
"204434471"@;@"ООО ""UMMON BALIQ"""@;@"1733"@;@
"310463961"@;@"""LOLA QURBONOVA NEMATOVNA"" MCHJ"@;@"1718"@;@"1718218"
"309829130"@;@"""TURBOCHARGER MAINTENANCE"" MCHJ"@;@"1727"@;@"1727419"
"204551533"@;@"""EAST COLOR"" MCHJ"@;@"1726"@;@"1726292"
"309256900"@;@"""RAYXON STAL BEST"" MCHJ"@;@"1726"@;@"1726280"
"306156022"@;@"""MUSLIMABONU TEKS PLYUS"" MCHJ"@;@"1714"@;@"1714401367"
"306185145"@;@"ООО ""IDEAL MUSTANG PLUS"""@;@"1730"@;@
"305990087"@;@"""NEOMIX"" MCHJ"@;@"1730"@;@"1730230"
"204568954"@;@"""USTA MAJIDXON"" MCHJ"@;@"1714"@;@"1714401365"
"310571338"@;@"""SHUXRAT UMAROV 0000"" OK"@;@"1718"@;@"1718215"
"302213784"@;@"""DILKUSHO QURILISH"" MCHJ"@;@"1706"@;@"1706401"
"309444477"@;@"""COLOR SPARKLE"" MCHJ"@;@"1724"@;@"1724401"
"305955929"@;@"""SANTE PHARM"" MCHJ"@;@"1703"@;@"1703401"
"311075866"@;@"""VOLIDAM TEXTILE"" MCHJ"@;@"1703"@;@"1703203"
"305679464"@;@AQJOL MCHJ@;@"1726"@;@
"303342506"@;@"""ASR QASRI"" OK"@;@"1730"@;@"1730412"
"300620755"@;@"""SAMARQAND SHARQ INVEST"" MCHJ"@;@"1718"@;@"1718401"
"309694974"@;@"""ORGANIKAZOT"" MCHJ"@;@"1730"@;@"1730401"
"310153231"@;@"ООО ""NANO-VAPE"""@;@"1726"@;@
"306306737"@;@"OOO ""INNOVA PRODUCTS GROUP"""@;@"1726"@;@
"203592285"@;@АЛ-САИД ТАЪМИНОТ САВДО МЧЖ@;@"1710"@;@"1710401"
"312564415"@;@"""YUKSELIN TEXTILE"" MCHJ"@;@"1706"@;@"1706215"
"308357499"@;@"""DILMUROD QUM TOSH"" MCHJ"@;@"1727"@;@"1727256"
"302871244"@;@"""INVEST METAL KONSTRUKTSIYA"" MCHJ"@;@"1733"@;@"1733217"
"310010994"@;@MCHJ  LEVEL UP-STROY@;@"1726"@;@
"310784000"@;@"ООО ""SARIMPEX"""@;@"1726"@;@
"205474042"@;@"""DILNOZ FERANGIZ-OLMOS"" OK"@;@"1706"@;@"1706401"
"310327994"@;@"СП ООО ""FASHION RETAIL STORE"""@;@"1726"@;@
"306078816"@;@"""TOLIPOV-FAYZ"" OK"@;@"1703"@;@"1703401"
"306418945"@;@"""BEST FUNCHOZA BARAKA"" MCHJ"@;@"1727"@;@"1727237"
"200003038"@;@"""NAVOIY ELEKTROREMONT"" MCHJ"@;@"1712"@;@"1712401"
"312224781"@;@"""FARRUX M TEX GROUP"" XK"@;@"1710"@;@"1710401"
"305154438"@;@"ООО ""GRAND-MEDIKAL CENTER"", Р. Узбекистан, Навоийская обл.,"@;@"1712"@;@
"200845880"@;@"""RESPUBLIKA IXTISOSLASHTIRILG"@;@"1726"@;@"1726280"
"307557400"@;@"""ZIYODA RAYHON MAZAR MARKAZI"" XK"@;@"1703"@;@"1703214"
"301650630"@;@"""VKUSNYATINA"" MCHJ"@;@"1726"@;@"1726287"
"310881878"@;@OOO AAA ENGINEERING GRUP@;@"1726"@;@
"302932452"@;@"""DJIZAK PAPER"" MCHJ"@;@"1708"@;@"1708401"
"308976970"@;@"""TONG DA CABLE"" MCHJ"@;@"1726"@;@"1726294"
"200497516"@;@"""XUJAIKON TUZ"" MCHJ"@;@"1722"@;@"1722223"
"311196272"@;@"""JASURBEK HAMZA FAYZ"" OK"@;@"1706"@;@"1706204"
"307107840"@;@"""DILKUSHOD FAYZ TEXTILE"" MCHJ XK"@;@"1703"@;@"1703408"
"309299974"@;@"""YANGIOBOD EKO SFERA GROUP"" MCHJ"@;@"1708"@;@"1708237"
"307080878"@;@"""SHARG`UN   MEXANIKA   ZAVODI"" MCHJ"@;@"1722"@;@"1722217"
"200802278"@;@"""BASD"" MCHJ"@;@"1726"@;@"1726294"
"310346039"@;@"ООО ""CAD CAM STAR"""@;@"1726"@;@
"304399655"@;@"""PANDA MEBEL"" OK"@;@"1726"@;@"1726262"
"306153145"@;@"""CHUST DAVRU DAVRON"" XK"@;@"1714"@;@"1714237"
"306613466"@;@"""RUBBER  STYLE"" MCHJ"@;@"1727"@;@"1727424"
"301252912"@;@"""XAMISH KOSONIY"" MCHJ"@;@"1714"@;@"1714207"
"308659479"@;@"""XITACHI XIZMATI"" MCHJ"@;@"1703"@;@"1703206"
"309510466"@;@"OOO ""MURODOV GOLD-GROUP"""@;@"1712"@;@
"300469064"@;@"""JAMSTYLE MASTER"" MCHJ"@;@"1726"@;@"1726273"
"309698683"@;@"ООО ""6 ARIQ ANXOR TRANS"""@;@"1730"@;@
"200209358"@;@"""PITNAK DON"" MCHJ"@;@"1733"@;@"1733221"
"302455706"@;@"""FERGANA METAN GAZ OIL"" MCHJ"@;@"1730"@;@"1730230"
"302612201"@;@"""MINGTEPA YO`L JILOSI"" OK"@;@"1703"@;@"1703227"
"307543632"@;@"""MUHAMMADJON SHIRINLIK"" MCHJ"@;@"1730"@;@"1730206"
"306790059"@;@"""ZAMIN BIO FARM"" MCHJ"@;@"1703"@;@"1703401"
"301481525"@;@"""MUROD TOVARLARI "" MCHJ"@;@"1726"@;@"1726277"
"306519115"@;@"""LOCHIN ARZIYEV"" OK"@;@"1710"@;@"1710240"
"203064094"@;@"""CHIMION - FORUM"" MCHJ"@;@"1730"@;@"1730233"
"309816504"@;@"ООО "" X I LO L  E X I M  2 0 2 2 """@;@"1714"@;@
"303910510"@;@"""ZAXIRIDDIN SAMO FAYZ"" OK"@;@"1730"@;@"1730401"
"309104076"@;@"""WATERZONE GROUP"" MCHJ"@;@"1726"@;@"1726280"
"311346536"@;@"""MOXIDIL RAVNAQI"" OK"@;@"1703"@;@"1703209"
"311239375"@;@"""SILVER BUILDING TOWER"" MCHJ"@;@"1710"@;@"1710405"
"203678407"@;@"""PARKENT UZUMI"" MCHJ"@;@"1727"@;@"1727249"
"311464002"@;@"""ALTO MEBEL"" MCHJ"@;@"1706"@;@"1706242"
"309742748"@;@"""MUYASSAR SHODIYA NONLARI"" OK"@;@"1733"@;@"1733226"
"308366923"@;@"""TOMARQA XIZMAT INVEST"" MCHJ"@;@"1730"@;@"1730226"
"302987566"@;@"""JO`RABEK LAK BO`YOQ"" OK"@;@"1730"@;@"1730221"
"307506574"@;@"""SANOAT QURILISH MEGA SAVDO"" XK"@;@"1730"@;@
"310126880"@;@"""SADACHA TIR AVTO SENTR"" MCHJ"@;@"1714"@;@
"309108410"@;@"""BARAKA NON MAXSULOTLARI CHIRCHIQ"" MCHJ"@;@"1727"@;@"1727419"
"311476991"@;@"""FARXOD MAJMUASI"" OK"@;@"1730"@;@"1730408"
"310993460"@;@"ИП OOO "" MINGXI SUPPLY CHAIN """@;@"1726"@;@
"311190566"@;@"ООО ""TOXIR SHOHRUX LOGISTIC"""@;@"1706"@;@
"305784294"@;@"""GRANOSS"" MCHJ"@;@"1726"@;@"1726269"
"304819993"@;@"""TEXNO PROGRESS TEKSTIL"" MCHJ"@;@"1706"@;@"1706401"
"307099440"@;@"OOO""OTABEK OYATILLO SAVDOSI"""@;@"1703"@;@
"306197082"@;@"""NOSIRXON-NURLI SAVDO"" MCHJ"@;@"1727"@;@"1727237"
"306154129"@;@"ЧП ""MIR SHIRINTOY"""@;@"1726"@;@
"302321699"@;@"""DOBRIY TANDIR"" MCHJ"@;@"1726"@;@"1726290"
"311182084"@;@"""ZAMIN NUR TAMINOT"" XK"@;@"1722"@;@"1722226"
"207127684"@;@"""HOT TRADING GROUP"" XK"@;@"1726"@;@"1726264"
"200429203"@;@"""OBI HAYOT-INJINIRING"" MCHJ"@;@"1733"@;@"1733223"
"310938994"@;@"""YANGI OSIYO XALQARO BIOFARMASEVTIKA"" MCHJ XK"@;@"1718"@;@"1718206"
"201474361"@;@"""ZILOLA-95"" XK"@;@"1733"@;@"1733230"
"302664042"@;@"ЧП ""CHIRCHIQ FAROVON SERVIS"""@;@"1727"@;@
"302689612"@;@"OOO ""MIRHAUSSTROY"""@;@"1730"@;@
"306298899"@;@"""ALI ISTIQBOL GROUP"" MCHJ"@;@"1718"@;@"1718233"
"205809747"@;@RAYXONA-SEVAR XK@;@"1708"@;@"1708228"
"306015957"@;@"""MISS LIGHTING"" MCHJ"@;@"1727"@;@"1727248"
"305928897"@;@"""ABDULBOSIT BUILDINGS"" MCHJ"@;@"1726"@;@"1726283"
"310052864"@;@"""SVYDIS CA"" MCHJ"@;@"1726"@;@"1726273"
"202448534"@;@"""ALISHER"" XK"@;@"1718"@;@"1718230"
"304915004"@;@VALI-BAXT XO`JA OK@;@"1733"@;@"1733217"
"302335245"@;@"""INERT QURILISH SAVDO IXTISOSLASHTIRILGAN TA`MIRLASH-QURILISH TASHKILOTI"" MCHJ"@;@"1727"@;@"1727239"
"304985630"@;@"""AIR TEPLO BURAN"" MCHJ"@;@"1703"@;@"1703401"
"206074247"@;@"""VAHOBJON QURILISH"" MCHJ"@;@"1727"@;@"1727237"
"305194523"@;@"""GRANT MARSHAL"" MCHJ"@;@"1730"@;@"1730218"
"305563514"@;@"""AZIYA STAL PROFIL"" MCHJ"@;@"1718"@;@"1718227"
"307090984"@;@"ООО ""ROYAL-MEBEL-SAVDO"""@;@"1718"@;@
"305601165"@;@"""SHIFT LIFT"" XK"@;@"1726"@;@"1726273"
"311141032"@;@"ООО ""EVRO GLOBUS TRANS"""@;@"1714"@;@
"306111964"@;@"""GO'ZZEL QIPSHAQ"" XK"@;@"1735"@;@"1735228"
"309180349"@;@"""ABDULLOH 77"" MCHJ"@;@"1730"@;@"1730405"
"310667271"@;@"OOO ""MA-SE METAL"""@;@"1726"@;@
